ANO_CINEMATOGRAFICO,QTDE_TIT_DIF_EXIB,PUBLICO,RENDA,DATA_HORA_SESSAO,DIAS_FUNCIONAMENTO,TOT_SALAS_FUNC,REGISTRO_SALA,SALAS_COMPLEXO_INFERIDO,ASSENTOS_COMPLEXO_INFERIDO,UF_COMPLEXO,OBRIGAÇÃO_TOTAL_POR_SALA,OBRIGAÇÃO_TOTAL_INCREMENTO_POR_SALA,OBRIGAÇÃO_PROP_POR_SALA,OBRIGAÇÃO_PROP_INCREMENTO_POR_SALA,OBRIGAÇÃO_FINAL_POR_SALA,CUMPRIMENTO_PROP_TRUNCADO,CUMPRIMENTO_NORMALIZADO,TRANSF_ORIGEM,TRANSF_RECEBIDOS,CUMPRIU_COTA,TOTAL_SALAS,DIAS_FUNC_INFERIDOS,CUMPRIMENTO_PROPORCIONAL,CUMPRIMENTO_LINEAR,CUMPRIMENTO_TRIWEIGHT,REGISTRO_COMPLEXO,REG_EMPRESA,REGISTRO_GRUPO,CEP_COMPLEXO,MUN_COMPLEXO
2018,49,80577,996108.6904628027,2496,359,2,2,2.0,316.0,RJ,35.0,35.0,34.999998,35.0,57.25,1.0,1.0,0.0,44.5,SIM,2.0,364.9999791428571,1.0,0.3989422804014327,1.0,c2fd639083454b24a831e47d64938fbe,55feef7a456a4f28a7aacaab6495211d,b7149ca05ac14d1b822eb6a03c2cc427,27cee0a3e1724e5eb50d44a50692b66d,b74e4470ebab4d119d4c883b2a77d230
2018,47,47480,530252.6636732429,2513,327,2,2,2.0,303.0,PR,35.0,35.0,34.999998,35.0,35.0,0.989566836734694,0.8978571428571429,0.0,0.0,NÃO,2.0,364.9999791428571,0.8978571428571429,0.3968665841555677,0.9690259272320768,11f61ccb3fb543b28ef0eb9a7b5214d4,fcb5981b3b9f4c06af20af02b6840927,23620d76e77b4b2a83751aa376be8bf3,8ae5203bc22f4403bbe01791bb449bed,e42962582b7e4f6394b99b80aad67c45
2018,67,208771,2871160.7623505346,3855,359,0,3,3.0,505.0,RJ,42.0,49.15666666666666,42.0,49.15666666666666,49.15666666666666,0.9930772003196024,0.916796636604055,0.0,0.0,NÃO,3.0,365.0,0.916796636604055,0.3975637688220448,0.9793750446488012,378989c4af7640c4b916a9b274a6645f,55feef7a456a4f28a7aacaab6495211d,b7149ca05ac14d1b822eb6a03c2cc427,1544b3598b224376ad772638eac59863,bd92d835ac4f489cb2433b7a74f9a9ee
2018,238,314900,5595789.859511583,9712,362,6,6,6.0,940.0,RJ,63.0,63.0,63.0,63.0,63.0,0.7391709183673469,0.4892857142857143,0.0,0.0,SIM,6.0,365.0,1.5107142857142857,0.3501642061746693,0.40386351009949145,d88c5d27298346bfba9f537adf82e575,436544eccad144849bafdec36d8013df,cae3b40aa80b4494b6b5de076bc0c4aa,4036b53f03484ca2bb898f1f054a3e1f,cd34b953d5fb4376a274fa1a4d4224dd
2018,104,344303,5205665.782841165,7165,364,0,5,5.0,1350.0,MG,56.0,56.0,56.0,56.0,51.6,0.9969835211225286,0.9450775193798449,22.0,0.0,SIM,5.0,365.0,1.0549224806201551,0.3983410334465127,0.9909778333546624,be07d41fbe02451bae50a1a5befa0595,ece07a8568474219a2ba613292d4f91a,262e75fb409748f7bd23fc73f5d64916,95541fecd7084ded83dad8a279aacb9b,bb572a56221b4ae99d34d0e670b52875
2018,182,574060,10390941.017424025,12483,364,5,9,9.0,2239.0,BA,59.0,59.0,59.0,59.0,61.378888888888895,1.0,1.0,0.0,21.41,SIM,9.0,365.0,1.0,0.3989422804014327,1.0,4304a7ef0f744d2c955ae079e1f8128e,8a027c6133644c7b9f79696aa598f292,95e26824967d4de7b0bb6ab4258d0bb6,5b1ee83a8f1b4380ad9823e11fdb698b,846c981ef5374e2e9f212466590cdaa1
2018,133,417833,7244746.768912452,9696,364,4,7,7.0,1563.0,PA,63.0,63.0,63.0,63.0,58.61428571428571,1.0,1.0,30.7,0.0,SIM,7.0,365.0,1.0,0.3989422804014327,1.0,035e505c94a3425190819a42b7f66c70,8a027c6133644c7b9f79696aa598f292,95e26824967d4de7b0bb6ab4258d0bb6,e0bb95885c8e4673aa3887763912a775,68c80c8c5da242afaa7d9887df8026c7
2018,155,391196,18552624.882858228,10527,363,5,8,8.0,1134.0,SP,60.0,60.0,55.125,55.125,25.48375,0.9634049311804708,0.8087016235836562,237.13,0.0,SIM,8.0,335.34375,1.1912983764163438,0.3917089977249312,0.8941833826452974,03de2a31fc404a11839a3b221825be29,8a027c6133644c7b9f79696aa598f292,95e26824967d4de7b0bb6ab4258d0bb6,a679e372c9d84a82814bf440af79966c,73164c106fdd4e7c804366432966acf2
2018,60,35045,348356.68833777,2383,359,0,2,2.0,255.0,PA,35.0,35.0,34.999998,35.0,35.0,0.8313137755102041,0.5892857142857143,0.0,0.0,NÃO,2.0,364.9999791428571,0.5892857142857143,0.3666741699953168,0.5745064798696905,f1047cbf5aeb4ee3a13374b9c0627c83,05c1bfecaf7d40b988d05e855373a149,7eb21264052141e4a9e2b3824606a639,376660f5ff98480890feb2650b0842f0,401ab5cfacf345f19c3c5c536942ba68
2018,99,211588,3337559.096222753,7165,362,0,5,5.0,1463.0,SP,56.0,56.0,56.0,56.0,50.6,1.0,1.0,27.0,0.0,SIM,5.0,365.0,1.0,0.3989422804014327,1.0,24a27284c2dd4ee5bfba664dabaed8bf,9887187d86a444d4a421aa31fe96a028,35db9c2a000a4230b8bb8a65dbb068a0,80d6d100e6a94ca9981e1ff4fc52b695,214431ed56234df0b5d1c6b3bad6b551
2018,130,455367,8854219.271055007,12419,363,5,9,9.0,1864.0,SP,59.0,59.0,59.0,59.0,59.255555555555546,1.0,1.0,0.0,2.3,SIM,9.0,365.0,1.0,0.3989422804014327,1.0,d74af4dd88ec46b6a20e352c6b81cc0e,8a027c6133644c7b9f79696aa598f292,95e26824967d4de7b0bb6ab4258d0bb6,75b2e4fb21714144aa1524d63b0fcd02,73cbf507ccb74733a7d566864e8976cf
2018,12,4596,50035.52740858749,367,97,0,1,1.0,210.0,MG,28.0,28.0,7.671233,7.67,7.67,0.0,0.0,0.0,0.0,SIM,1.0,100.00000160714286,3.046936114732725,0.049099213526350126,0.0,fbd160cf177a4463abe40353e5cfde08,af1be354f0e045bf8b643229f3cdb69b,fb718528e75a404b9fd0ed683405c202,647ef796f3164854a2a5a94d8c8b6264,ea585e871feb400a9952137b8939c9bd
2018,36,19476,89615.91962373246,822,290,0,1,1.0,120.0,SP,28.0,28.0,26.465753999999997,26.47,26.47,0.9391418873238109,0.7533056290139781,0.0,0.0,SIM,1.0,345.0000075000001,1.246694370986022,0.3869856798754602,0.82831139081385,16ade3a830154cbfa9bafad222e617c8,019e607314504a6980428c4b15febd98,2213f3e624334e3cb4061ab71b8950fa,5996d1872ed140329a4f523966189485,08b1e9dc70f54580b8c359bf3353b6df
2018,113,418043,7114329.296329147,8500,364,0,6,6.0,1103.0,MG,63.0,63.0,63.0,63.0,56.97,1.0,1.0,36.18,0.0,SIM,6.0,365.0,1.0,0.3989422804014327,1.0,8b130692b9b64c0db3d9545124d5f4f2,8a027c6133644c7b9f79696aa598f292,95e26824967d4de7b0bb6ab4258d0bb6,a03e17dd571d40ff9583174c2bbf4fa8,cda09dc4a8c3463e987898b29e8011d0
