ANO_CINEMATOGRAFICO,QTDE_TIT_DIF_EXIB,PUBLICO,RENDA,QTDE_SESSOES,DIAS_FUNCIONAMENTO,QTDE_EMPRESAS,QTDE_COMPLEXOS,QTDE_SALAS,SALAS_GRUPO_INFERIDO,ASSENTOS_GRUPO_INFERIDO,OBRIGAÇÃO_TOTAL_POR_SALA,OBRIGAÇÃO_TOTAL_INCREMENTO_POR_SALA,OBRIGAÇÃO_PROP_POR_SALA,OBRIGAÇÃO_PROP_INCREMENTO_POR_SALA,OBRIGAÇÃO_FINAL_POR_SALA,CUMP_QUADRATIC,CUMP_NORMALIZADO,TRANSF_ORIGEM,TRANSF_RECEBIDOS,CUMPRIMENTO_PROPORCIONAL,CUMP_LINEAR,CUMP_TRIWEIGHT,REGISTRO_GRUPO
2017,26,3173,30137.833849647635,412,1.0,1,1,2,2.0,374.0,35.0,35.0,34.999998,34.999998,35.0,0.6734693877551021,0.3388479357567876,0.0,0.0,0.42857142857142855,0.4285714285714286,0.4285714285714286,8343564d8ff24ad297d44f5f1edc1919
2017,4,608,4697.2941595594,42,1.0,1,1,1,1.0,218.0,28.0,28.0,28.0,28.0,28.0,0.859375,0.37185509386976895,0.0,0.0,0.625,0.625,0.625,315ba15261324275bc1a382887746750
2017,4,233,2501.735075946207,43,1.0,1,1,1,1.0,106.0,28.0,28.0,28.0,28.0,28.0,0.6935586734693877,0.34226869363860024,0.0,0.0,0.44642857142857145,0.4464285714285714,0.4464285714285714,ed598c63351643a4b60ca77cef01f5b7
2017,31,2157,18231.81501909367,289,1.0,1,1,1,1.0,150.0,28.0,28.0,28.0,28.0,28.0,0.0,0.07111703852909346,0.0,0.0,2.8571428571428568,0.0,0.0,038d901449b2408385cb8e6703584861
2017,7,749,9026.145695587118,63,1.0,1,1,1,1.0,260.0,28.0,28.0,17.490410999999998,17.490410999999998,17.49,0.8393589933445591,0.36815212741062864,0.0,0.0,1.4008004574042312,0.5991995425957688,0.5991995425957688,3bf4974c8c2441aba3de967825db91d2
2017,22,26668,359821.87827328604,1061,1.0,1,1,4,4.0,720.0,49.0,49.0,48.99999725,48.99999725,49.0,0.9518690129112868,0.3894561396759072,0.0,0.0,1.2193877551020411,0.7806122448979591,0.7806122448979591,9ead2b4e7c1443c9b94b5ac74bd73bec
2017,10,5921,78373.07874675971,520,1.0,1,1,2,3.0,625.0,42.0,42.0,42.0,42.0,42.0,0.9984252960443436,0.3986282960322469,0.0,0.0,1.0396825396825398,0.9603174603174602,0.9603174603174602,50b8edb7c6e74fada0cce825d87cddb6
2017,5,987,6291.472841199564,60,1.0,1,1,1,1.0,182.0,28.0,28.0,28.0,28.0,28.0,0.4375,0.30113743215480443,0.0,0.0,0.25,0.25,0.25,638909adcd48467b83def1061ddc65ab
2017,2,2788,33440.61891967425,55,1.0,1,1,1,1.0,286.0,28.0,28.0,28.0,28.0,28.0,0.5395408163265305,0.31690028116770225,0.0,0.0,0.32142857142857145,0.3214285714285714,0.3214285714285714,77c74707d1aa4e329e767b7c222be0f9
2017,2,1473,16106.438217008708,34,1.0,1,1,1,1.0,273.0,28.0,28.0,28.0,28.0,28.0,0.9375,0.3866681168028493,0.0,0.0,0.75,0.75,0.75,0a19c685ac42453094302339978fa9ed
2017,19,7289,93216.13261432503,657,1.0,1,1,4,4.0,600.0,49.0,49.0,48.99999725,48.99999725,49.0,0.9817198563098708,0.3953125326435081,0.0,0.0,0.8647959183673469,0.8647959183673469,0.8647959183673469,b05aa106680e4b12a43d1525013f2d1b
2017,3,1719,23137.106669919238,70,1.0,1,1,1,1.0,430.0,28.0,28.0,28.0,28.0,28.0,0.9614158163265306,0.3913196142962197,0.0,0.0,0.8035714285714286,0.8035714285714286,0.8035714285714286,63d5eaf56be94458b8e613f763bb2831
2017,5,2639,32881.87138517181,111,2.0,1,2,3,4.0,675.0,38.5,38.5,15.6205495,15.6205495,15.62,0.9425167141833658,0.3876392359633976,0.0,0.0,0.7602432778489117,0.7602432778489117,0.7602432778489117,bb02f2e974ec4c38a99092e4145e8bf4
2017,8,1689,17264.284058140773,148,1.0,1,1,3,3.0,401.0,42.0,42.0,42.0,42.0,42.0,0.8487654320987654,0.3698877058337353,0.0,0.0,0.6111111111111112,0.6111111111111112,0.6111111111111112,cf389e224b1c48e193cdead767a1484f
2017,5,1190,15766.206223824049,49,1.0,1,1,1,1.0,154.0,28.0,28.0,28.0,28.0,28.0,0.8456632653061225,0.3693144238737143,0.0,0.0,1.3928571428571428,0.6071428571428572,0.6071428571428572,bd80654caea9486791cc785ec0644d7c
2017,3,645,8125.0960255503405,53,1.0,1,1,1,1.0,287.0,28.0,28.0,28.0,28.0,28.0,0.9375,0.3866681168028493,0.0,0.0,1.25,0.75,0.75,d0643cade41248f899bf0fcee3f7b899
2017,7,1705,15897.670501763083,119,1.0,1,1,1,1.0,211.0,28.0,28.0,28.0,28.0,28.0,0.5634566326530611,0.3207124932416849,0.0,0.0,1.6607142857142858,0.3392857142857142,0.3392857142857142,44d955086d294ffab54685e5a0b0bf6e
2017,4,322,3544.2162355461205,53,1.0,1,1,1,1.0,70.0,28.0,28.0,28.0,28.0,28.0,0.234375,0.2720549983785435,0.0,0.0,0.125,0.125,0.125,bd5552265d9841f191f27a8ac8565b53
2017,2,430,2591.2802027597863,47,1.0,1,1,1,1.0,100.0,28.0,28.0,28.0,28.0,28.0,0.9183673469387756,0.3829867599442122,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,97ab32ad46f14d0da8ce050c16a9ffff
2017,6,1119,12204.761479109793,76,1.0,1,1,1,1.0,131.0,28.0,28.0,28.0,28.0,28.0,0.9795918367346941,0.39489213993026107,0.0,0.0,1.1428571428571428,0.8571428571428572,0.8571428571428572,5bc518ba102142da90fcf8d692481eb7
2017,18,2409,20517.537960074053,177,1.0,1,1,1,1.0,90.0,28.0,28.0,21.939727,21.939727,21.94,0.0,0.18124621015113526,0.0,0.0,2.256153144940748,0.0,0.0,b7c03258444e4ec5a6ffcec53f3023a7
2017,6,1498,6321.342661589724,90,1.0,1,1,1,1.0,120.0,28.0,28.0,27.386302,27.386302,27.39,0.9455725920709624,0.3882319777694971,0.0,0.0,0.7667031763417306,0.7667031763417306,0.7667031763417306,2a6a9154ef234e1789c80223e626f6c8
2017,2,2273,29470.5881940869,36,1.0,1,1,1,1.0,193.0,28.0,28.0,28.0,28.0,28.0,0.8456632653061225,0.3693144238737143,0.0,0.0,0.6071428571428571,0.6071428571428571,0.6071428571428571,ec94bfb465034c038f3196489c130685
2017,12,8640,95569.21125472584,358,1.0,1,1,2,2.0,274.0,35.0,35.0,34.999998,34.999998,35.0,0.8724489795918368,0.3742938692643696,0.0,0.0,0.6428571428571429,0.6428571428571429,0.6428571428571429,35d8dad08355447fa5e47793900829db
2017,6,10488,95342.11432074725,200,1.0,1,1,2,2.0,398.0,35.0,35.0,34.999998,34.999998,35.0,0.91,0.3813878154605241,0.0,0.0,0.7,0.7,0.7,0eca0dfdf0424572a8b5f80564043a94
2017,1,405,4537.5206983948165,35,1.0,1,1,1,1.0,143.0,28.0,28.0,28.0,28.0,28.0,0.7318239795918369,0.3488802484162101,0.0,0.0,0.4821428571428572,0.4821428571428572,0.4821428571428572,9ec47e412282431fafc7d0a28944bf9a
2017,2,85,1601.106483684807,14,1.0,1,1,2,2.0,200.0,35.0,35.0,34.999998,34.999998,35.0,0.18999999999999995,0.2660852498987548,0.0,0.0,0.1,0.09999999999999998,0.09999999999999998,be09e594e2a942aeb241dd7a5d2672cd
2017,2,947,6517.981928264702,50,2.0,1,1,1,2.0,255.0,28.0,28.0,17.1068495,17.1068495,17.105,0.3673683213051838,0.2907607913956057,0.0,0.0,0.20461853259280915,0.20461853259280915,0.20461853259280915,ab5892c51070427e8757ae731cc01054
2017,68,11899,103628.44343796383,848,1.0,1,1,2,2.0,296.0,35.0,35.0,34.999998,34.999998,35.0,0.0,0.18264908538902191,0.0,0.0,2.25,0.0,0.0,56951ee5f4674aa9ac0a0b6581506928
2017,1,287,2973.4591870112713,26,1.0,1,1,1,2.0,350.0,35.0,35.0,34.999998,34.999998,35.0,0.18999999999999995,0.2660852498987548,0.0,0.0,0.1,0.09999999999999998,0.09999999999999998,2a5b52de8d6c41d5a631a0f60f9485d5
2017,10,1094,10728.952156500492,89,1.0,1,1,1,1.0,130.0,28.0,28.0,28.0,28.0,28.0,0.9461096938775512,0.3883362518186331,0.0,0.0,0.7678571428571429,0.7678571428571429,0.7678571428571429,6d8a5352eae74956a4aff69713d069ed
2017,4,2786,39674.45936974016,74,1.0,1,1,1,1.0,124.0,28.0,28.0,28.0,28.0,28.0,0.41039540816326536,0.2970838582202445,0.0,0.0,0.23214285714285715,0.2321428571428572,0.2321428571428572,2239bbe8076f4e8aa046844efd469406
2017,4,1034,12344.2937665484,42,1.0,1,1,1,1.0,222.0,28.0,28.0,28.0,28.0,28.0,0.1377551020408163,0.25922445209057304,0.0,0.0,0.07142857142857142,0.0714285714285714,0.0714285714285714,e0c6827e341c44bc8955dc6acfbb35ed
2017,11,3677,66893.79505974463,199,1.0,1,1,2,2.0,211.0,35.0,35.0,34.999998,34.999998,35.0,0.91,0.3813878154605241,0.0,0.0,0.7,0.7,0.7,d37ed2ba3ef943e092fa2e55699e9083
2017,3,247,2699.001478947625,25,1.0,1,1,1,1.0,205.0,28.0,28.0,28.0,28.0,28.0,0.7130102040816326,0.3456137589168997,0.0,0.0,0.4642857142857143,0.4642857142857143,0.4642857142857143,e03e4c946f0c463ea16b0aff6b65b8da
2017,6,697,12519.526363066587,37,1.0,1,1,1,1.0,197.0,28.0,28.0,28.0,28.0,28.0,0.9948979591836736,0.3979258674986881,0.0,0.0,1.0714285714285714,0.9285714285714286,0.9285714285714286,25fe9b95b1964cc78e5f82efdaf92dba
2017,20,6560,90325.25996717725,534,1.0,1,1,4,4.0,468.0,49.0,49.0,48.99999725,48.99999725,49.0,0.7102704602249064,0.3451406364630739,0.0,0.0,0.4617346938775511,0.4617346938775511,0.4617346938775511,31338666a14944f9a799228de74c367f
2017,1,88,728.7732988285686,9,1.0,1,1,1,2.0,257.0,42.0,42.0,42.0,42.0,42.0,0.0,0.2419707245191433,0.0,0.0,0.0,0.0,0.0,889cfee7665d43a884f76d39b49f9027
