ANO_CINEMATOGRAFICO,G_QTDE_TIT_DIF_EXIB,G_QTDE_DIF_TIT_EXIB_BR,G_QTDE_DIF_TIT_EXIB_EST,PUBLICO,RENDA,QTDE_SESSOES,DIAS_FUNCIONAMENTO_GRUPO,REG_EMPRESA,REGISTRO_COMPLEXO,REGISTRO_SALA,SALAS_GRUPO_INFERIDO,ASSENTOS_GRUPO_INFERIDO,CAPACIDADE_TOTAL_GRUPO,OCUPAÇÃO_MÉDIA,OBRIGAÇÃO_TOTAL_POR_SALA,OBRIGAÇÃO_TOTAL_INCREMENTO_POR_SALA,OBRIGAÇÃO_PROP_POR_SALA,OBRIGAÇÃO_PROP_INCREMENTO_POR_SALA,OBRIGAÇÃO_FINAL_POR_SALA,TRANSF_ORIGEM,TRANSF_RECEBIDOS,CUMPRIMENTO_PROP_TRUNCADO,CUMPRIMENTO_PROPORCIONAL,CUMPRIMENTO_LINEAR,CUMPRIMENTO_TRIWEIGHT,CUMPRIMENTO_NORMALIZADO,DIAS_FUNCIONAMENTO,QTDE_DIF_TIT_EXIB,QTDE_DIF_TIT_EXIB_BR,QTDE_DIF_TIT_EXIB_EST,REGISTRO_GRUPO
2017,5,5,0,4672,47818.44982241665,129,1.0,1,1,2,2.0,303.0,39087.0,0.24297626311049123,35.0,35.0,34.999998,34.999998,35.0,0.0,0.0,0.6652551020408164,0.4214285714285714,0.4214285714285715,0.4214285714285715,0.3374590929180804,,,,,96738be21fdc44c48b268497a67b3535
2017,13,13,0,2750,46858.96042450643,182,1.0,1,1,1,1.0,120.0,21840.0,0.12591575091575097,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.234375,0.125,0.125,0.125,0.2720549983785435,,,,,4f5812e901c64565979aed7340a6910c
2017,5,5,0,752,8610.660815497313,38,1.0,1,1,1,1.0,200.0,7600.0,0.09894736842105264,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.6734693877551021,0.42857142857142855,0.4285714285714286,0.4285714285714286,0.3388479357567876,,,,,18a2f6835b8f4521a17c4edff295e68c
2017,3,3,0,1289,16221.152066333338,33,1.0,1,1,1,1.0,300.0,9900.0,0.1302020202020202,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.5395408163265305,0.32142857142857145,0.3214285714285714,0.3214285714285714,0.31690028116770225,,,,,f72961c856924150add77e18e6c85b1e
2017,26,26,0,3173,30137.833849647635,412,1.0,1,1,2,2.0,374.0,154088.0,0.04531402570481281,35.0,35.0,34.999998,34.999998,35.0,0.0,0.0,0.6734693877551021,0.42857142857142855,0.4285714285714286,0.4285714285714286,0.3388479357567876,,,,,56bbac409d564603977a182fd035d07d
2017,4,4,0,608,4697.2941595594,42,1.0,1,1,1,1.0,218.0,9156.0,0.06640454346876365,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.859375,0.625,0.625,0.625,0.37185509386976895,,,,,8b4693cffb404a178acb43299805bd6a
2017,4,4,0,233,2501.735075946207,43,1.0,1,1,1,1.0,106.0,4558.0,0.05111891180342257,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.6935586734693877,0.44642857142857145,0.4464285714285714,0.4464285714285714,0.34226869363860024,,,,,94af00db2f6a4c46adebe4f9236dcba3
2017,31,31,0,2157,18231.81501909367,289,1.0,1,1,1,1.0,150.0,43350.0,0.049757785467127974,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,2.8571428571428568,0.0,0.0,0.07111703852909346,,,,,c90bb4461f374d8ab48c48e6e17a2446
2017,7,7,0,749,9026.145695587118,63,1.0,1,1,1,1.0,260.0,16380.0,0.04572649572649571,28.0,28.0,17.490410999999998,17.490410999999998,17.49,0.0,0.0,0.8393589933445591,1.4008004574042312,0.5991995425957688,0.5991995425957688,0.36815212741062864,,,,,2e3b57a892984e8888594380e8ac8a4d
2017,22,22,0,26668,359821.87827328604,1061,1.0,1,1,4,4.0,720.0,763920.0,0.1551169157578205,49.0,49.0,48.99999725,48.99999725,49.0,0.0,0.0,0.9518690129112868,1.2193877551020411,0.7806122448979591,0.7806122448979591,0.3894561396759072,,,,,35d45d4a5de046c9bbbb6f91d89982b6
2017,10,10,0,5921,78373.07874675971,520,1.0,1,1,2,3.0,625.0,325000.0,0.05423794204030365,42.0,42.0,42.0,42.0,42.0,0.0,0.0,0.9984252960443436,1.0396825396825398,0.9603174603174602,0.9603174603174602,0.3986282960322469,,,,,150f8d15e5f54f449712488b1f0e7621
2017,5,5,0,987,6291.472841199563,60,1.0,1,1,1,1.0,182.0,10920.0,0.09038461538461537,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.4375,0.25,0.25,0.25,0.30113743215480443,,,,,7b1124f0fe2e44cfa28415f136f5ce92
